dish,date,confirmed_so_far,rank,Continent
Chicken Omelette,1959-01-01,4496,102.0,Chicken
Lobster Roll,1959-01-01,4495,103.0,Seafood
Small Tenderloin Steak,1959-01-01,329,177.0,SteakSeafood
Curried Crab Meat with Rice,1959-01-01,3483,142.0,SteakSeafood
Oyster's A La Poulette,1959-01-01,2642,157.0,SteakSeafood
Chicken Soup,1959-01-01,2741,155.0,Chicken
Chicken with Rice,1959-01-01,4804,91.0,Chicken
Barbeque Chicken,1959-01-01,5445,66.0,Chicken
Beef Minute Steak and Sardines,1959-01-01,3848,132.0,SteakSeafood
Cream and Mushroom,1959-01-01,2652,156.0,SteakSeafood
Crab meat cocktail,1959-01-01,5846,57.0,Seafood
Anchovies and Mustard,1959-01-01,4615,97.0,Seafood
Family Halibut Steak,1959-01-01,4440,106.0,SteakSeafood
Chicken Cream,1959-01-01,4121,120.0,Chicken
Chicken Cream for Two,1959-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1959-01-01,3256,144.0,SteakSeafood
"Steak Minute, Fifth Avenue",1959-01-01,3709,136.0,SteakSeafood
Hamburger Steak,1959-01-01,7338,17.0,Steak
Chicken Pot Pie,1959-01-01,5809,59.0,Chicken
Chicken Noodle,1959-01-01,2856,153.0,Chicken
Broiled Striped Bass,1959-01-01,3109,148.0,Seafood
Chicken Bologne,1959-01-01,3692,137.0,Chicken
Brazzlian steak and seafood,1959-01-01,5860,55.0,SteakSeafood
Lobster and Steak,1959-01-01,3210,145.0,SteakSeafood
Caviar Sandwich,1959-01-01,1727,169.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1959-01-01,3932,128.0,Seafood
"Chicken Broth, Bellevue Per Cup",1959-01-01,7140,20.0,Chicken
Lobster Cream with Whole Chicken,1959-01-01,4764,93.0,SteakChickenSeafood
Broiled Sirloin Steak,1959-01-01,3588,140.0,Steak
"Lobster, Newburg",1959-01-01,4423,107.0,SteakSeafood
Crab Meat Cocktail,1959-01-01,5841,58.0,SteakSeafood
Bebinca,1959-01-01,4927,85.0,
Healy's Special Individual Chicken Pie,1959-01-01,5960,51.0,Chicken
Lobster Mayonnaise,1959-01-01,5774,61.0,Seafood
Crab Legs,1959-01-01,7225,19.0,Seafood
Chicken A La King with Clams,1959-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1959-01-01,6097,47.0,Steak
Cream of Mushroom with Chicken and Mussels App,1959-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1959-01-01,4353,113.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1959-01-01,7760,12.0,SeafoodChicken
"Salad, Lobster",1959-01-01,6296,43.0,Seafood
Half Chicken,1959-01-01,6579,32.0,Chicken
Half Broiled Chicken,1959-01-01,6856,26.0,Chicken
Fresh Caviar,1959-01-01,7036,21.0,Seafood
Chicken A La Maryland,1959-01-01,6484,37.0,Chicken
Little Neck Clams,1959-01-01,8510,2.0,Seafood
Blue Point Oysters,1959-01-01,3683,139.0,SteakSeafood
Extra Sirloin Steak,1959-01-01,1727,170.0,Steak
Small Steak,1959-01-01,1727,171.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1959-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1959-01-01,4186,119.0,Chicken
Healey's Special Individual Chicken Pie,1959-01-01,3514,141.0,SteakSeafood
Pan Roast Oysters,1959-01-01,7400,16.0,Seafood
Fresh Lobster Cocktail and Steak,1959-01-01,5201,76.0,SteakSeafood
Broiled Squab Chicken (half),1959-01-01,6151,46.0,Chicken
Steak and Oyster Cream,1959-01-01,1419,174.0,SteakSeafood
Deviled Lobster,1959-01-01,4104,123.0,SteakSeafood
Bordeaux Sardines,1959-01-01,6854,27.0,Seafood
Chicken Cream,1959-01-01,4763,94.0,Chicken
Chicken Noodle Soup,1959-01-01,4747,95.0,Chicken
Chicken Halibut Steak,1959-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1959-01-01,4804,90.0,SteakSeafood
Salman Steak,1959-01-01,6544,34.0,SteakSeafood
Boneless Catfish Fillet,1959-01-01,3967,126.0,SteakSeafood
Chicken Broth,1959-01-01,8293,5.0,Chicken
Canape De Caviar,1959-01-01,4516,100.0,Seafood
Mackeral Steak,1959-01-01,5278,71.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1959-01-01,1419,175.0,SeafoodChicken
Chicken Nachos,1959-01-01,6930,24.0,Chicken
Chicken Salad Wrap,1959-01-01,6874,25.0,Chicken
Omelette,1959-01-01,3905,129.0,
Ambassador Cup,1959-01-01,5076,79.0,Seafood
Halibut Steak for Two,1959-01-01,4007,125.0,SteakSeafood
Boneless Sardines,1959-01-01,5255,73.0,Seafood
Pancakes,1959-01-01,1914,164.0,
Steak and Lobster,1959-01-01,3754,135.0,SteakSeafood
Venison Steak,1959-01-01,2979,152.0,Steak
Codfish with Mushroom Soup,1959-01-01,4510,101.0,SteakSeafood
Lobster Cocktail,1959-01-01,8001,9.0,Seafood
Tenderloin Steak,1959-01-01,9636,1.0,Steak
Clam Chowder and Halibut Steak,1959-01-01,3202,146.0,SteakSeafood
Chicken Liver,1959-01-01,6564,33.0,Chicken
"Crab meat with Lettuce, Special Dressing",1959-01-01,6782,29.0,Seafood
Squab Chicken,1959-01-01,8320,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1959-01-01,4277,116.0,SeafoodChicken
Clam Stew with Milk,1959-01-01,5238,74.0,Seafood
Halibut Steak with Wings,1959-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1959-01-01,4391,111.0,SeafoodChicken
Cold Lobster,1959-01-01,3692,138.0,Seafood
Soft Drink,1959-01-01,3878,131.0,
Steamed Hard Clams,1959-01-01,4378,112.0,SteakSeafood
Squab Chicken and Malossol Caviar,1959-01-01,2417,159.0,SteakSeafood
Crab Meat,1960-01-01,6032,49.0,Seafood
Chicken Ferrego,1960-01-01,4465,105.0,Chicken
Family Halibut Delight,1960-01-01,5926,54.0,SteakSeafood
Yum Yum Chicken,1960-01-01,4289,115.0,Chicken
Steak and Crab,1960-01-01,2527,159.0,SteakSeafood
"Beefsteak, Broiled",1960-01-01,1940,163.0,Steak
Salmon Steak with Chicken Wings,1960-01-01,6133,47.0,SeafoodChicken
Chicken Fajita,1960-01-01,5723,63.0,Chicken
Fusilli with Octopus,1960-01-01,5849,58.0,SteakChickenSeafood
Strip bacon with Chicken,1960-01-01,6437,39.0,Chicken
Chicken Fried Steak Sandwich,1960-01-01,5422,68.0,Chicken
Oyster Pan Roast,1960-01-01,5968,51.0,Seafood
Cream of Trout,1960-01-01,6863,27.0,Seafood
Tenderloin Steak with Mushrooms,1960-01-01,2805,154.0,Steak
Chicken Fajita and Salad,1960-01-01,6952,23.0,Chicken
Chicken Curry,1960-01-01,7301,18.0,Chicken
Sirloin Steak with Mushrooms,1960-01-01,1727,168.0,Steak
Halibut Steak,1960-01-01,3084,149.0,SteakSeafood
Escargo,1960-01-01,1827,166.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1960-01-01,5681,64.0,SeafoodChicken
Soft Drink with Chicken,1960-01-01,5082,79.0,Chicken
"Cream of Eye, Catfish",1960-01-01,2061,162.0,SteakSeafood
Clam Chowder,1960-01-01,8539,2.0,SeafoodChicken
Trout Milk,1960-01-01,3114,147.0,Seafood
Half Pound Wings,1960-01-01,5082,80.0,Chicken
Fried Scallops,1960-01-01,4335,114.0,SteakSeafood
Seabass Beer and Steak,1960-01-01,2286,161.0,SteakSeafood
Crab Meat Salad,1960-01-01,3769,135.0,SteakSeafood
Sushi,1960-01-01,3020,151.0,Seafood
Milk Fed Chicken,1960-01-01,5515,65.0,SteakSeafood
Porterhouse Steak,1960-01-01,7586,13.0,Steak
Stripped Bass,1960-01-01,3965,128.0,SteakSeafood
Broiled Oysters,1960-01-01,4134,121.0,SteakSeafood
"Half n half, lobster and chicken special",1960-01-01,7456,15.0,SeafoodChicken
Clams,1960-01-01,7580,14.0,Seafood
"Chicken Soup, Lobster Dinner",1960-01-01,6543,36.0,SeafoodChicken
Crab Flake Salad,1960-01-01,2706,157.0,SteakSeafood
Cold Brew,1960-01-01,3950,129.0,
Latte,1960-01-01,4944,84.0,
Bone Sirloin Steak,1960-01-01,4413,112.0,Steak
Machiatto,1960-01-01,5073,81.0,
Omelette With Chicken Livers,1960-01-01,5043,83.0,Chicken
Salisbury Steak,1960-01-01,4933,86.0,Steak
Chicken Mayonnaise,1960-01-01,4426,110.0,Chicken
Adam's Brew,1960-01-01,6001,50.0,
Chicken Fricassee,1960-01-01,6183,44.0,Chicken
"Halibut House, Picanhe Steak",1960-01-01,5052,82.0,SteakSeafood
Reindeer Steak,1960-01-01,1652,172.0,Steak
Beef Steak,1960-01-01,6324,42.0,Steak
Nova Scotia Lox and Scrambled Eggs,1960-01-01,6982,22.0,SeafoodChicken
Party Size Mussels and Shrimp,1960-01-01,6409,41.0,SteakSeafood
"Steak, Gerostet",1960-01-01,4860,90.0,Steak
Cream,1960-01-01,4450,107.0,SteakSeafood
Chicken Teriyaki,1960-01-01,4892,87.0,Chicken
Ginger Ale,1960-01-01,3438,143.0,
Clam Stew,1960-01-01,3894,132.0,SteakSeafood
Cream Soup with Fish,1960-01-01,1727,169.0,SteakChickenSeafood
Chicken Fried,1960-01-01,5792,61.0,Chicken
Chicken Sandwich,1960-01-01,8128,7.0,Chicken
Smoked Salmon and Pulled Beef,1960-01-01,4861,89.0,SteakSeafood
Roast Chicken,1960-01-01,4252,117.0,Chicken
Chicken And Ham Pie,1960-01-01,8111,8.0,Chicken
Imported Sardines,1960-01-01,5786,62.0,SteakSeafood
Chicken Okra Soup,1960-01-01,5217,76.0,Chicken
Rump Steak,1960-01-01,1857,165.0,Steak
Sirloin Steak for 2,1960-01-01,5184,77.0,Steak
Shashimi,1960-01-01,5262,72.0,SteakSeafood
Boneless Catfish Fillet for two,1960-01-01,4554,99.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1960-01-01,3042,150.0,SeafoodChicken
Minute Steak,1960-01-01,4191,119.0,Steak
Cola,1960-01-01,1472,173.0,
Steak Minute,1960-01-01,5350,70.0,Steak
Chicken Parmesan,1960-01-01,5389,69.0,Chicken
Wings and Beer Deal,1960-01-01,4891,88.0,Chicken
Clam Chowder and bread,1960-01-01,7856,11.0,Seafood
Fried Oyster Crabs,1960-01-01,6602,31.0,Seafood
Cape Cod Oysters,1960-01-01,7893,10.0,Seafood
Trout Saute,1960-01-01,5442,67.0,Seafood
Sliced Chicken Sandwich,1960-01-01,6717,30.0,Chicken
Clam Fry,1960-01-01,6446,38.0,Seafood
Roast Chicken,1960-01-01,8280,6.0,Chicken
Ham Steak,1960-01-01,4053,125.0,Steak
Imported Caviar,1960-01-01,6435,40.0,Seafood
Broiled Hamburg Chicken,1960-01-01,4229,118.0,Seafood
Clam Broth in Cup,1960-01-01,5926,53.0,Seafood
Salmon Steak,1960-01-01,4583,98.0,SteakSeafood
Surf and Turf,1960-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1960-01-01,6166,45.0,Seafood
Plaintain,1960-01-01,4481,104.0,
Fresh Beluga Caviar,1960-01-01,6559,35.0,Seafood
Canape Caviar,1960-01-01,4688,96.0,Seafood
Chicken Omelette,1960-01-01,4499,103.0,Chicken
Lobster Roll,1960-01-01,4536,100.0,Seafood
Small Tenderloin Steak,1960-01-01,551,177.0,SteakSeafood
Curried Crab Meat with Rice,1960-01-01,3509,142.0,SteakSeafood
Oyster's A La Poulette,1960-01-01,2652,158.0,SteakSeafood
Chicken Soup,1960-01-01,2741,155.0,Chicken
Chicken with Rice,1960-01-01,4806,91.0,Chicken
Barbeque Chicken,1960-01-01,5445,66.0,Chicken
Beef Minute Steak and Sardines,1960-01-01,3918,130.0,SteakSeafood
Cream and Mushroom,1960-01-01,2741,156.0,SteakSeafood
Crab meat cocktail,1960-01-01,5853,57.0,Seafood
Anchovies and Mustard,1960-01-01,4648,97.0,Seafood
Family Halibut Steak,1960-01-01,4457,106.0,SteakSeafood
Chicken Cream,1960-01-01,4122,123.0,Chicken
Chicken Cream for Two,1960-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1960-01-01,3357,144.0,SteakSeafood
"Steak Minute, Fifth Avenue",1960-01-01,3709,136.0,SteakSeafood
Hamburger Steak,1960-01-01,7372,17.0,Steak
Chicken Pot Pie,1960-01-01,5824,59.0,Chicken
Chicken Noodle,1960-01-01,2856,153.0,Chicken
Broiled Striped Bass,1960-01-01,3114,148.0,Seafood
Chicken Bologne,1960-01-01,3692,137.0,Chicken
Brazzlian steak and seafood,1960-01-01,5872,55.0,SteakSeafood
Lobster and Steak,1960-01-01,3219,146.0,SteakSeafood
Caviar Sandwich,1960-01-01,1762,167.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1960-01-01,4016,126.0,Seafood
"Chicken Broth, Bellevue Per Cup",1960-01-01,7143,20.0,Chicken
Lobster Cream with Whole Chicken,1960-01-01,4764,93.0,SteakChickenSeafood
Broiled Sirloin Steak,1960-01-01,3588,140.0,Steak
"Lobster, Newburg",1960-01-01,4433,109.0,SteakSeafood
Crab Meat Cocktail,1960-01-01,5865,56.0,SteakSeafood
Bebinca,1960-01-01,4935,85.0,
Healy's Special Individual Chicken Pie,1960-01-01,5962,52.0,Chicken
Lobster Mayonnaise,1960-01-01,5819,60.0,Seafood
Crab Legs,1960-01-01,7249,19.0,Seafood
Chicken A La King with Clams,1960-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1960-01-01,6108,48.0,Steak
Cream of Mushroom with Chicken and Mussels App,1960-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1960-01-01,4355,113.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1960-01-01,7778,12.0,SeafoodChicken
"Salad, Lobster",1960-01-01,6304,43.0,Seafood
Half Chicken,1960-01-01,6596,32.0,Chicken
Half Broiled Chicken,1960-01-01,6863,28.0,Chicken
Fresh Caviar,1960-01-01,7068,21.0,Seafood
Chicken A La Maryland,1960-01-01,6489,37.0,Chicken
Little Neck Clams,1960-01-01,8529,3.0,Seafood
Blue Point Oysters,1960-01-01,3686,139.0,SteakSeafood
Extra Sirloin Steak,1960-01-01,1727,170.0,Steak
Small Steak,1960-01-01,1727,171.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1960-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1960-01-01,4189,120.0,Chicken
Healey's Special Individual Chicken Pie,1960-01-01,3514,141.0,SteakSeafood
Pan Roast Oysters,1960-01-01,7428,16.0,Seafood
Fresh Lobster Cocktail and Steak,1960-01-01,5225,75.0,SteakSeafood
Broiled Squab Chicken (half),1960-01-01,6158,46.0,Chicken
Steak and Oyster Cream,1960-01-01,1419,174.0,SteakSeafood
Deviled Lobster,1960-01-01,4129,122.0,SteakSeafood
Bordeaux Sardines,1960-01-01,6868,26.0,Seafood
Chicken Cream,1960-01-01,4763,94.0,Chicken
Chicken Noodle Soup,1960-01-01,4747,95.0,Chicken
Chicken Halibut Steak,1960-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1960-01-01,4804,92.0,SteakSeafood
Salman Steak,1960-01-01,6579,34.0,SteakSeafood
Boneless Catfish Fillet,1960-01-01,4077,124.0,SteakSeafood
Chicken Broth,1960-01-01,8299,5.0,Chicken
Canape De Caviar,1960-01-01,4524,101.0,Seafood
Mackeral Steak,1960-01-01,5278,71.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1960-01-01,1419,175.0,SeafoodChicken
Chicken Nachos,1960-01-01,6941,24.0,Chicken
Chicken Salad Wrap,1960-01-01,6875,25.0,Chicken
Omelette,1960-01-01,3907,131.0,
Ambassador Cup,1960-01-01,5133,78.0,Seafood
Halibut Steak for Two,1960-01-01,4007,127.0,SteakSeafood
Boneless Sardines,1960-01-01,5255,73.0,Seafood
Pancakes,1960-01-01,1914,164.0,
Steak and Lobster,1960-01-01,3771,134.0,SteakSeafood
Venison Steak,1960-01-01,2979,152.0,Steak
Codfish with Mushroom Soup,1960-01-01,4511,102.0,SteakSeafood
Lobster Cocktail,1960-01-01,8005,9.0,Seafood
Tenderloin Steak,1960-01-01,9647,1.0,Steak
Clam Chowder and Halibut Steak,1960-01-01,3264,145.0,SteakSeafood
Chicken Liver,1960-01-01,6580,33.0,Chicken
"Crab meat with Lettuce, Special Dressing",1960-01-01,6807,29.0,Seafood
Squab Chicken,1960-01-01,8326,4.0,Chicken
Nova Scotia Lox and Scrambled Eggs,1960-01-01,4280,116.0,SeafoodChicken
Clam Stew with Milk,1960-01-01,5253,74.0,Seafood
Halibut Steak with Wings,1960-01-01,1,183.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1960-01-01,4438,108.0,SeafoodChicken
Cold Lobster,1960-01-01,3692,138.0,Seafood
Soft Drink,1960-01-01,3878,133.0,
Steamed Hard Clams,1960-01-01,4420,111.0,SteakSeafood
Squab Chicken and Malossol Caviar,1960-01-01,2417,160.0,SteakSeafood
Crab Meat,1961-01-01,6089,49.0,Seafood
Chicken Ferrego,1961-01-01,4471,107.0,Chicken
Family Halibut Delight,1961-01-01,5943,53.0,SteakSeafood
Yum Yum Chicken,1961-01-01,4289,116.0,Chicken
Steak and Crab,1961-01-01,2538,159.0,SteakSeafood
"Beefsteak, Broiled",1961-01-01,1940,163.0,Steak
Salmon Steak with Chicken Wings,1961-01-01,6178,45.0,SeafoodChicken
Chicken Fajita,1961-01-01,5766,63.0,Chicken
Fusilli with Octopus,1961-01-01,5851,59.0,SteakChickenSeafood
Strip bacon with Chicken,1961-01-01,6439,40.0,Chicken
Chicken Fried Steak Sandwich,1961-01-01,5445,68.0,Chicken
Oyster Pan Roast,1961-01-01,6000,51.0,Seafood
Cream of Trout,1961-01-01,6905,25.0,Seafood
Tenderloin Steak with Mushrooms,1961-01-01,2820,154.0,Steak
Chicken Fajita and Salad,1961-01-01,6971,23.0,Chicken
Chicken Curry,1961-01-01,7305,18.0,Chicken
Sirloin Steak with Mushrooms,1961-01-01,1727,168.0,Steak
Halibut Steak,1961-01-01,3084,149.0,SteakSeafood
Escargo,1961-01-01,1914,164.0,Seafood
Nova Scotia Lox and Scrambled Eggs,1961-01-01,5722,64.0,SeafoodChicken
Soft Drink with Chicken,1961-01-01,5088,80.0,Chicken
"Cream of Eye, Catfish",1961-01-01,2061,162.0,SteakSeafood
Clam Chowder,1961-01-01,8573,2.0,SeafoodChicken
Trout Milk,1961-01-01,3114,147.0,Seafood
Half Pound Wings,1961-01-01,5093,79.0,Chicken
Fried Scallops,1961-01-01,4335,114.0,SteakSeafood
Seabass Beer and Steak,1961-01-01,2286,161.0,SteakSeafood
Crab Meat Salad,1961-01-01,3786,135.0,SteakSeafood
Sushi,1961-01-01,3025,151.0,Seafood
Milk Fed Chicken,1961-01-01,5515,65.0,SteakSeafood
Porterhouse Steak,1961-01-01,7594,13.0,Steak
Stripped Bass,1961-01-01,4064,126.0,SteakSeafood
Broiled Oysters,1961-01-01,4175,122.0,SteakSeafood
"Half n half, lobster and chicken special",1961-01-01,7547,15.0,SeafoodChicken
Clams,1961-01-01,7580,14.0,Seafood
"Chicken Soup, Lobster Dinner",1961-01-01,6581,36.0,SeafoodChicken
Crab Flake Salad,1961-01-01,2706,157.0,SteakSeafood
Cold Brew,1961-01-01,3976,131.0,
Latte,1961-01-01,4972,84.0,
Bone Sirloin Steak,1961-01-01,4419,112.0,Steak
Machiatto,1961-01-01,5081,81.0,
Omelette With Chicken Livers,1961-01-01,5043,83.0,Chicken
Salisbury Steak,1961-01-01,4939,87.0,Steak
Chicken Mayonnaise,1961-01-01,4426,110.0,Chicken
Adam's Brew,1961-01-01,6007,50.0,
Chicken Fricassee,1961-01-01,6186,44.0,Chicken
"Halibut House, Picanhe Steak",1961-01-01,5052,82.0,SteakSeafood
Reindeer Steak,1961-01-01,1652,172.0,Steak
Beef Steak,1961-01-01,6346,42.0,Steak
Nova Scotia Lox and Scrambled Eggs,1961-01-01,6991,22.0,SeafoodChicken
Party Size Mussels and Shrimp,1961-01-01,6440,39.0,SteakSeafood
"Steak, Gerostet",1961-01-01,4897,89.0,Steak
Cream,1961-01-01,4450,108.0,SteakSeafood
Chicken Teriyaki,1961-01-01,4898,88.0,Chicken
Ginger Ale,1961-01-01,3477,143.0,
Clam Stew,1961-01-01,3986,129.0,SteakSeafood
Cream Soup with Fish,1961-01-01,1727,169.0,SteakChickenSeafood
Chicken Fried,1961-01-01,5795,62.0,Chicken
Chicken Sandwich,1961-01-01,8130,7.0,Chicken
Smoked Salmon and Pulled Beef,1961-01-01,4940,86.0,SteakSeafood
Roast Chicken,1961-01-01,4257,118.0,Chicken
Chicken And Ham Pie,1961-01-01,8112,8.0,Chicken
Imported Sardines,1961-01-01,5800,61.0,SteakSeafood
Chicken Okra Soup,1961-01-01,5217,77.0,Chicken
Rump Steak,1961-01-01,1857,166.0,Steak
Sirloin Steak for 2,1961-01-01,5259,74.0,Steak
Shashimi,1961-01-01,5287,72.0,SteakSeafood
Boneless Catfish Fillet for two,1961-01-01,4554,99.0,SteakSeafood
Nova Scotia Lox and Scrambled Eggs,1961-01-01,3042,150.0,SeafoodChicken
Minute Steak,1961-01-01,4262,117.0,Steak
Cola,1961-01-01,1472,173.0,
Steak Minute,1961-01-01,5350,70.0,Steak
Chicken Parmesan,1961-01-01,5396,69.0,Chicken
Wings and Beer Deal,1961-01-01,4891,90.0,Chicken
Clam Chowder and bread,1961-01-01,7892,11.0,Seafood
Fried Oyster Crabs,1961-01-01,6633,31.0,Seafood
Cape Cod Oysters,1961-01-01,7903,10.0,Seafood
Trout Saute,1961-01-01,5494,66.0,Seafood
Sliced Chicken Sandwich,1961-01-01,6719,30.0,Chicken
Clam Fry,1961-01-01,6446,38.0,Seafood
Roast Chicken,1961-01-01,8282,6.0,Chicken
Ham Steak,1961-01-01,4061,127.0,Steak
Imported Caviar,1961-01-01,6436,41.0,Seafood
Broiled Hamburg Chicken,1961-01-01,4233,119.0,Seafood
Clam Broth in Cup,1961-01-01,5926,54.0,Seafood
Salmon Steak,1961-01-01,4601,98.0,SteakSeafood
Surf and Turf,1961-01-01,1,178.0,SteakChickenSeafood
Oyster Au Gratin,1961-01-01,6168,46.0,Seafood
Plaintain,1961-01-01,4496,104.0,
Fresh Beluga Caviar,1961-01-01,6590,35.0,Seafood
Canape Caviar,1961-01-01,4696,96.0,Seafood
Chicken Omelette,1961-01-01,4510,103.0,Chicken
Lobster Roll,1961-01-01,4543,100.0,Seafood
Small Tenderloin Steak,1961-01-01,551,177.0,SteakSeafood
Curried Crab Meat with Rice,1961-01-01,3525,141.0,SteakSeafood
Oyster's A La Poulette,1961-01-01,2680,158.0,SteakSeafood
Chicken Soup,1961-01-01,2741,155.0,Chicken
Chicken with Rice,1961-01-01,4812,91.0,Chicken
Barbeque Chicken,1961-01-01,5446,67.0,Chicken
Beef Minute Steak and Sardines,1961-01-01,3978,130.0,SteakSeafood
Cream and Mushroom,1961-01-01,2741,156.0,SteakSeafood
Crab meat cocktail,1961-01-01,5858,58.0,Seafood
Anchovies and Mustard,1961-01-01,4669,97.0,Seafood
Family Halibut Steak,1961-01-01,4489,105.0,SteakSeafood
Chicken Cream,1961-01-01,4132,124.0,Chicken
Chicken Cream for Two,1961-01-01,1,179.0,SteakChickenSeafood
Shrimp Cocktail and Steak,1961-01-01,3445,144.0,SteakSeafood
"Steak Minute, Fifth Avenue",1961-01-01,3709,136.0,SteakSeafood
Hamburger Steak,1961-01-01,7409,17.0,Steak
Chicken Pot Pie,1961-01-01,5839,60.0,Chicken
Chicken Noodle,1961-01-01,2863,153.0,Chicken
Broiled Striped Bass,1961-01-01,3114,148.0,Seafood
Chicken Bologne,1961-01-01,3692,139.0,Chicken
Brazzlian steak and seafood,1961-01-01,5879,56.0,SteakSeafood
Lobster and Steak,1961-01-01,3236,146.0,SteakSeafood
Caviar Sandwich,1961-01-01,1795,167.0,SteakSeafood
Tomatoe Stuffed Crab Meat,1961-01-01,4103,125.0,Seafood
"Chicken Broth, Bellevue Per Cup",1961-01-01,7146,20.0,Chicken
Lobster Cream with Whole Chicken,1961-01-01,4764,93.0,SteakChickenSeafood
Broiled Sirloin Steak,1961-01-01,3588,140.0,Steak
"Lobster, Newburg",1961-01-01,4438,109.0,SteakSeafood
Crab Meat Cocktail,1961-01-01,5890,55.0,SteakSeafood
Bebinca,1961-01-01,4942,85.0,
Healy's Special Individual Chicken Pie,1961-01-01,5963,52.0,Chicken
Lobster Mayonnaise,1961-01-01,5865,57.0,Seafood
Crab Legs,1961-01-01,7277,19.0,Seafood
Chicken A La King with Clams,1961-01-01,1,180.0,SteakChickenSeafood
Sirloin Steak with Onions,1961-01-01,6129,48.0,Steak
Cream of Mushroom with Chicken and Mussels App,1961-01-01,1230,176.0,SteakChickenSeafood
Nova Scotia Lox and Scrambled Eggs,1961-01-01,4365,113.0,SeafoodChicken
"Crab Cocktail, Whole Chicken",1961-01-01,7803,12.0,SeafoodChicken
"Salad, Lobster",1961-01-01,6314,43.0,Seafood
Half Chicken,1961-01-01,6606,33.0,Chicken
Half Broiled Chicken,1961-01-01,6869,28.0,Chicken
Fresh Caviar,1961-01-01,7097,21.0,Seafood
Chicken A La Maryland,1961-01-01,6495,37.0,Chicken
Little Neck Clams,1961-01-01,8549,3.0,Seafood
Blue Point Oysters,1961-01-01,3694,137.0,SteakSeafood
Extra Sirloin Steak,1961-01-01,1727,170.0,Steak
Small Steak,1961-01-01,1727,171.0,Steak
"Fried Spring Chicken, Halibut Steak, Milk",1961-01-01,1,181.0,SteakChickenSeafood
Chicken-fried Steak,1961-01-01,4194,120.0,Chicken
Healey's Special Individual Chicken Pie,1961-01-01,3514,142.0,SteakSeafood
Pan Roast Oysters,1961-01-01,7453,16.0,Seafood
Fresh Lobster Cocktail and Steak,1961-01-01,5241,76.0,SteakSeafood
Broiled Squab Chicken (half),1961-01-01,6162,47.0,Chicken
Steak and Oyster Cream,1961-01-01,1419,174.0,SteakSeafood
Deviled Lobster,1961-01-01,4146,123.0,SteakSeafood
Bordeaux Sardines,1961-01-01,6883,26.0,Seafood
Chicken Cream,1961-01-01,4764,94.0,Chicken
Chicken Noodle Soup,1961-01-01,4747,95.0,Chicken
Chicken Halibut Steak,1961-01-01,1,182.0,SteakChickenSeafood
Clam Chowder and Steak,1961-01-01,4804,92.0,SteakSeafood
Salman Steak,1961-01-01,6620,32.0,SteakSeafood
Boneless Catfish Fillet,1961-01-01,4183,121.0,SteakSeafood
Chicken Broth,1961-01-01,8300,5.0,Chicken
